amazon_asin,keepa_title,keepa_brand,amazon_price,new_3p_price,buy_box_price,list_price,amazon_price_history_points,new_3p_price_90d_min,new_3p_price_90d_avg,new_3p_price_90d_max,new_3p_price_history_points,list_price_90d_min,list_price_90d_avg,list_price_90d_max,list_price_history_points,amazon_price_90d_min,amazon_price_90d_avg,amazon_price_90d_max
B0F1GF1KFC,"Dell 27 Plus 4K Monitor - S2725QS - 27-inch 4K (3840 x 2160) 120Hz 16:9 Display, IPS Panel, AMD FreeSync Premium, sRGB 99%, Integrated Speakers, 1500:1 Contrast Ratio, Comfortview - Ash White",Dell,279.99,269.99,,269.99,219.0,239.99,268.40176470588233,271.99,131.0,239.99,276.54426160337545,279.99,1389.0,239.99,277.1353846153847,279.99
B0DVJ3WG52,"LG 24GS65F-B 24-inch Ultragear Full HD (1920 x 1080) IPS Gaming Monitor, 180Hz, 1ms, NVIDIA G-Sync Compatible, AMD FreeSync, HDR10, HDMI, DisplayPort, Tilt/Height/Pivot Adjustable Stand, Black",LG,,189.99,,191.19,44.0,189.99,196.0816666666667,218.51,41.0,189.99,190.8775806451613,200.96,256.0,,,
B0DYQMWSKG,"LG 42-Inch Class OLED evo AI Super Upscaling 4K C5 Series Smart TV w/Dolby Atmos & Vision, HDR10, Filmmaker Mode, Wow Orchestra, Alexa Built-in (OLED42C5PUA, 2025)",LG,899.0,896.99,,899.0,74.0,786.99,876.1227731092437,987.99,594.0,787.9,886.0167938931297,999.99,994.0,849.99,915.4091666666667,999.99
B0F732KMQQ,"ASUS ROG Strix 32” 4K OLED Gaming Monitor (XG32UCWMG) - TrueBlack Glossy, Dual Mode(4K@240Hz, FHD@480Hz), 0.03ms, G-SYNC Compatible, Neo Proximity Sensor, USB-C, HDMI 2.1, 3 yr Warranty",ASUS,909.0,909.0,,909.0,31.0,909.0,1070.6988000000001,1749.51,28.0,909.0,1000.7478571428571,1099.0,97.0,909.0,1007.9440909090907,1099.0
B0FB46P6F6,"Dell 32 Plus 4K QD-OLED Monitor S3225QC - 31.6-inch (3840 x 2160) 120Hz 0.03ms Display, AI-Enhanced 3D Spatial Audio, Height/Tilt/Swivel/Slant Adjustment - Ash White",Dell,499.99,499.99,,499.99,108.0,499.99,613.3340740740741,644.79,111.0,584.99,628.2605405405408,654.99,603.0,499.99,695.3669230769228,762.03
B0FLLNVXFG,"LG 27GX700A-B 27-inch Ultragear QHD (2560 x 1440) OLED Gaming Monitor, 280Hz, 0.03ms, NVIDIA G-Sync, AMD FreeSync Premium Pro, VESA DisplayHDR TrueBlack500, with up to DCI-P3 99.5%, HDMI 2.1, Black",LG,599.99,599.99,,599.99,117.0,596.99,671.6770454545455,729.99,218.0,596.99,652.2715555555557,846.99,465.0,596.99,659.2857894736841,846.99
B0F23LR6JQ,"ASUS ProArt Display 32” 6K Professional Monitor (PA32QCV) - IPS, 6K (6016 x 3384), 98% DCI-P3, LuxPixel™, ΔE < 2, Calman Verified, Thunderbolt 4, DisplayHDR600, DisplayWidget, 3 yr Warranty",ASUS,925.19,922.98,,925.19,38.0,922.98,1137.2324,1358.57,46.0,922.98,1049.6296875000003,1289.99,127.0,925.19,1094.6272727272726,1299.0
B0FVPX9LFN,"msi MPG 274URDFW E16M 27-inch 3840 x 2160 (UHD) Gaming Monitor, 160Hz, AMD Adaptive Sync, HDR Ready, HDMI, VGA Port, VESA Mountable, Tilt, 4-Side Slim Bezel, 0.5ms, White",msi,499.99,499.99,,499.99,22.0,499.99,543.196956521739,585.47,101.0,499.99,499.99,499.99,31.0,499.99,499.99,499.99
B0FSDC2S6B,"GIGABYTE MO27Q28G Gaming Monitor OLED 27 inch QHD - 2560 x 1440, 280Hz, 0.03ms, 335CD/m², Display HDR True Black 500, HDMI 2.1, DisplayPort 1.4",GIGABYTE,,1376.35,,1376.35,1.0,1288.45,1353.6644444444444,1404.32,19.0,1288.45,1305.23,1322.41,15.0,,,
B0GD21577Z,"Dell 27 Plus QHD USB-C Monitor - S2725DC - 27-inch QHD (2560x1440) 144Hz 1ms Display, 2 x 3W Speakers, USB-C/HDMI/DisplayPort 1.4 Connectivity, Height/Tilt/Pivot/Swivel, AMD FreeSync - Ash White",Dell,257.99,257.99,,257.99,40.0,219.99,241.22062499999998,257.99,17.0,236.0,244.69025316455705,259.99,480.0,219.99,251.53205128205138,259.99
B0F146MYKD,"Alienware 27 Gaming Monitor - AW2725DM - 27-inch QHD 180Hz 1ms Display, IPS, NVIDIA G-SYNC, AMD Freesync, VESA AdaptiveSync.",Alienware,249.99,243.0,,243.0,183.0,188.98,231.02380952380952,249.0,110.0,188.98,246.62211111111114,256.04,687.0,188.98,249.2542647058824,269.99
B0FLM15Q5L,"LG 27G610A-B 27-inch Ultragear QHD (2560 x 1440) IPS Gaming Monitor, 200Hz, 1ms, AMD FreeSync Premium, VESA DisplayHDR 400, HDMI, DisplayPort, Tilt/Height/Swivel/Pivot Stand, Black",LG,199.0,199.0,,199.0,149.0,169.99,228.3951207729469,247.93,258.0,169.99,233.3513103448276,249.99,937.0,169.99,242.0170909090909,249.99
B0FP152SJW,"ASUS ROG Strix OLED 27” 1440P Gaming Monitor (XG27AQWMG) ― QHD, TrueBlack Glossy Tandem OLED, 280Hz, 0.03ms, Neo Proximity Sensor, DisplayHDR True Black 500, 99% DCI-P3, DisplayWidget, 3yr Warranty",ASUS,649.0,649.0,,649.0,44.0,649.0,649.0,649.0,42.0,649.0,649.0,649.0,58.0,644.99,648.8177272727272,649.0
B0FX8FD62M,"ASUS ROG Swift 27"" OLED Gaming Monitor (PG27AQWP-W) - TrueBlack Glossy Tandem OLED, Dual-Mode (QHD@540Hz, HD@720Hz), 0.02ms, G-SYNC Compatible, Neo Proximity Sensor, DP 2.1, 3 yr Warranty",ASUS,1099.0,1099.0,,1099.0,12.0,1099.0,1283.738902439024,1458.56,86.0,1099.0,1162.2333333333333,1241.94,39.0,1099.0,1099.0,1099.0
B0GR119YJ7,,,,,,,,,,,,,,,,,,
B0GR19DXGJ,,,,,,,,,,,,,,,,,,
B0GR1FQ6JQ,"Apple Studio Display XDR: Standard Glass, Tilt- and Height-Adjustable Stand",Apple,3299.0,3299.0,,3299.0,14.0,3199.0,3257.3333333333335,3299.0,14.0,3199.0,3224.925925925926,3299.0,81.0,3199.0,3257.3333333333335,3299.0
B0FBF7FCZW,"KOORUI 27"" 4K QD-Mini LED Gaming Monitor - Dual-Mode (UHD 160Hz or FHD 320Hz), 1ms, 99% Adobe RGB, HDR1400, 90W USB-C, HDMI 2.1/DP1.4, VESA, Tilt Height Swivel Vertical Adjustment, Black, S2741LM",KOORUI,,499.99,,499.99,1.0,499.98,527.6815384615384,599.99,62.0,499.98,522.8457142857143,549.99,63.0,,,
B0FNQ4B2Z2,"LG 27GX704A-B 27-inch Ultragear QHD (2650x1440) OLED Gaming Monitor 240Hz, 0.03ms, NVIDIA G-Sync Compatible, AMD FreeSync Premium Pro, VESA Display HDR TrueBlack400, HDMI 2.1, DisplayPort, Black",LG,479.99,479.99,,479.99,136.0,473.99,494.68428571428564,523.95,156.0,473.99,492.1285714285714,499.99,409.0,473.99,494.46434782608696,523.95
